taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
5240238,Amanita farinosa Schwein.,5240238,Amanita farinosa Schwein.,44,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Amanitaceae,4171,Amanita,6005964,Amanita farinosa,5240238,NE
9044184,Lentinellus ursinus (Fr.) Kühner,9044184,Lentinellus ursinus (Fr.) Kühner,43,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Auriscalpiaceae,3283,Lentinellus,2532154,Lentinellus ursinus,9044184,NE
9105286,Rickenella fibula (Bull.) Raithelh.,9105286,Rickenella fibula (Bull.) Raithelh.,43,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Rickenella,7993800,Rickenella fibula,9105286,NE
2551169,Russula Pers.,2551169,Russula Pers.,43,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,,,NE
5240302,Amanita brunnescens G.F.Atk.,5240302,Amanita brunnescens G.F.Atk.,42,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Amanitaceae,4171,Amanita,6005964,Amanita brunnescens,5240302,NE
5243140,Cyathus stercoreus (Schwein.) De Toni,5243140,Cyathus stercoreus (Schwein.) De Toni,41,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Cyathus,7413707,Cyathus stercoreus,5243140,NE
5248551,Hericium americanum Ginns,5248551,Hericium americanum Ginns,41,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Hericiaceae,7612,Hericium,5244571,Hericium americanum,5248551,NE
2522210,Hydnellum peckii Banker,2522210,Hydnellum peckii Banker,41,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Thelephorales,530,Bankeraceae,7608,Hydnellum,2522201,Hydnellum peckii,2522210,NE
5242798,Lacrymaria lacrymabunda (Bull.) Pat.,5242798,Lacrymaria lacrymabunda (Bull.) Pat.,40,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Psathyrellaceae,4184,Lacrymaria,2534671,Lacrymaria lacrymabunda,5242798,NE
10867641,Pulchroboletus rubricitrinus (Murrill) Farid & A.R.Franck,10867641,Pulchroboletus rubricitrinus (Murrill) Farid & A.R.Franck,40,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Pulchroboletus,8198861,Pulchroboletus rubricitrinus,10867641,NE
5243620,Strobilurus conigenoides (Ellis) Singer,5243620,Strobilurus conigenoides (Ellis) Singer,40,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Physalacriaceae,4182,Strobilurus,2536946,Strobilurus conigenoides,5243620,NE
9662175,Aureoboletus russellii (Frost) G.Wu & Zhu L.Yang,9662175,Aureoboletus russellii (Frost) G.Wu & Zhu L.Yang,39,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Aureoboletus,2519406,Aureoboletus russellii,9662175,NE
3346266,Entoloma murrayi (Berk. & M.A.Curtis) Sacc. & P.Syd.,3346266,Entoloma murrayi (Berk. & M.A.Curtis) Sacc. & P.Syd.,39,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma murrayi,3346266,NE
2544588,Gloeoporus dichrous (Fr.) Bres.,10719947,Vitreoporus dichrous (Fr.) Zmitr.,39,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Meruliaceae,3287,Vitreoporus,10769928,Vitreoporus dichrous,10719947,NE
2525079,Boletinellus merulioides (Schwein.) Murrill,2525079,Boletinellus merulioides (Schwein.) Murrill,38,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletinellaceae,8790,Boletinellus,2524697,Boletinellus merulioides,2525079,VU
8697118,Lysurus mokusin (L.) Fr.,8697118,Lysurus mokusin (L.) Fr.,38,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Phallales,532,Phallaceae,3292,Lysurus,2524086,Lysurus mokusin,8697118,NE
3317061,Panaeolus papilionaceus (Bull.) Quél.,3317061,Panaeolus papilionaceus (Bull.) Quél.,38,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Bolbitiaceae,8440,Panaeolus,2524401,Panaeolus papilionaceus,3317061,NE
2552247,Peniophora albobadia (Schwein.) Boidin,2552247,Peniophora albobadia (Schwein.) Boidin,38,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Peniophoraceae,7610,Peniophora,2513703,Peniophora albobadia,2552247,NE
5249883,Clavulina coralloides (L.) J.Schröt.,5249883,Clavulina coralloides (L.) J.Schröt.,37,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Clavulina,2540196,Clavulina coralloides,5249883,NE
2537876,Marasmiellus candidus (Fr.) Singer,2537876,Marasmiellus candidus (Fr.) Singer,37,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Omphalotaceae,3305518,Marasmiellus,2523920,Marasmiellus candidus,2537876,NE
5241764,Tricholoma caligatum (Viv.) Ricken,5241764,Tricholoma caligatum (Viv.) Ricken,37,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholoma,2527766,Tricholoma caligatum,5241764,NE
2554581,"Craterellus ignicolor (R.H.Petersen) Dahlman, Danell & Spatafora",2554581,"Craterellus ignicolor (R.H.Petersen) Dahlman, Danell & Spatafora",36,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Craterellus,2521421,Craterellus ignicolor,2554581,NE
2519857,Hydnoporia olivacea (Schwein.) Teixeira,2519857,Hydnoporia olivacea (Schwein.) Teixeira,36,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Hymenochaetaceae,8468,Hydnoporia,2519233,Hydnoporia olivacea,2519857,NE
8168319,Amanita muscaria (L.) Lam.,8168319,Amanita muscaria (L.) Lam.,35,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Amanitaceae,4171,Amanita,6005964,Amanita muscaria,8168319,NE
2524910,Tylopilus felleus (Bull.) P.Karst.,2524910,Tylopilus felleus (Bull.) P.Karst.,35,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Tylopilus,2519844,Tylopilus felleus,2524910,NE
7526817,"Exsudoporus floridanus (Singer) Vizzini, Simonini & Gelardi",9652599,"Butyriboletus floridanus (Singer) G.Wu, Kuan Zhao & Zhu L.Yang",34,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Butyriboletus,8405404,Butyriboletus floridanus,9652599,NE
2544291,Cymatoderma caperatum (Berk. & Mont.) D.A.Reid,2544291,Cymatoderma caperatum (Berk. & Mont.) D.A.Reid,34,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Meruliaceae,3287,Cymatoderma,2544245,Cymatoderma caperatum,2544291,NE
2534293,Pholiota polychroa (Berk.) A.H.Sm. & H.J.Brodie,2534293,Pholiota polychroa (Berk.) A.H.Sm. & H.J.Brodie,34,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Strophariaceae,4186,Pholiota,2528397,Pholiota polychroa,2534293,NE
3354467,Pulveroboletus curtisii (Berk.) Singer,3354467,Pulveroboletus curtisii (Berk.) Singer,34,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Pulveroboletus,2524692,Pulveroboletus curtisii,3354467,NE
2553588,Exidia recisa (Ditmar) Fr.,2553588,Exidia recisa (Ditmar) Fr.,33,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Auriculariales,1062,Auriculariaceae,8788,Exidia,2512856,Exidia recisa,2553588,NE
7516550,"Helvellosebacina concrescens (Schwein.) Oberw., Garnica & K.Riess",7516550,"Helvellosebacina concrescens (Schwein.) Oberw., Garnica & K.Riess",33,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Sebacinales,531,Sebacinaceae,3278,Helvellosebacina,7472352,Helvellosebacina concrescens,7516550,NE
2538631,Hygrocybe flavescens (Kauffman) Singer,2538631,Hygrocybe flavescens (Kauffman) Singer,33,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe flavescens,2538631,NE
2555295,Multiclavula mucida (Pers.) R.H.Petersen,2555295,Multiclavula mucida (Pers.) R.H.Petersen,33,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Multiclavula,7622979,Multiclavula mucida,2555295,NE
9808003,Aureoboletus auriflammeus (Berk. & M.A.Curtis) G.Wu & Zhu L.Yang,9808003,Aureoboletus auriflammeus (Berk. & M.A.Curtis) G.Wu & Zhu L.Yang,32,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Aureoboletus,2519406,Aureoboletus auriflammeus,9808003,NE
5242777,"Coprinopsis picacea (Bull.) Redhead, Vilgalys & Moncalvo",5242777,"Coprinopsis picacea (Bull.) Redhead, Vilgalys & Moncalvo",32,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Psathyrellaceae,4184,Coprinopsis,2534316,Coprinopsis picacea,5242777,NE
6014956,Entoloma strictius (Peck) Sacc.,6014956,Entoloma strictius (Peck) Sacc.,32,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma strictius,6014956,NE
2524369,Aureoboletus auriporus (Peck) Pouzar,2524369,Aureoboletus auriporus (Peck) Pouzar,31,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Aureoboletus,2519406,Aureoboletus auriporus,2524369,NE
7240413,Boletus auripes Peck.,7240413,Boletus auripes Peck.,31,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Boletus,8287374,Boletus auripes,7240413,NE
11203266,Candolleomyces,11203266,Candolleomyces,31,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Psathyrellaceae,4184,Candolleomyces,11203266,,,
8879395,Daedalea quercina (L.) Pers.,8879395,Daedalea quercina (L.) Pers.,31,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Fomitopsidaceae,7619,Daedalea,2513778,Daedalea quercina,8879395,NE
3354502,Austroboletus subflavidus (Murrill) Wolfe,3354502,Austroboletus subflavidus (Murrill) Wolfe,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Austroboletus,2519222,Austroboletus subflavidus,3354502,NE
2537958,Baeospora myosura (Fr.) Singer,2537958,Baeospora myosura (Fr.) Singer,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Baeospora,2535953,Baeospora myosura,2537958,NE
2536058,Calvatia gigantea (Batsch) Lloyd,2536058,Calvatia gigantea (Batsch) Lloyd,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Calvatia,9330501,Calvatia gigantea,2536058,NE
2526256,Hohenbuehelia petaloides (Bull.) Schulzer,2526256,Hohenbuehelia petaloides (Bull.) Schulzer,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Pleurotaceae,4183,Hohenbuehelia,2526255,Hohenbuehelia petaloides,2526256,NE
7240142,Lactarius peckii Burl.,7240142,Lactarius peckii Burl.,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Lactarius,2532156,Lactarius peckii,7240142,NE
8350706,Loweomyces fractipes (Berk. & M.A.Curtis) Jülich,8350706,Loweomyces fractipes (Berk. & M.A.Curtis) Jülich,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Meruliaceae,3287,Loweomyces,2544371,Loweomyces fractipes,8350706,NE
2532215,Resupinatus applicatus (Batsch) Gray,2532215,Resupinatus applicatus (Batsch) Gray,30,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Resupinatus,2526696,Resupinatus applicatus,2532215,NE
3345400,Gliophorus psittacinus (Schaeff.) Herink,3345400,Gliophorus psittacinus (Schaeff.) Herink,29,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Gliophorus,2538832,Gliophorus psittacinus,3345400,NE
3318849,Sarcomyxa serotina (Schrad.) P.Karst.,2527596,Hohenbuehelia serotina (Pers.) Singer,29,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Pleurotaceae,4183,Hohenbuehelia,2526255,Hohenbuehelia serotina,2527596,NE
2531146,Infundibulicybe gibba (Pers.) Harmaja,2531146,Infundibulicybe gibba (Pers.) Harmaja,29,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Infundibulicybe,2532098,Infundibulicybe gibba,2531146,NE
2526942,Mycena haematopus (Pers.) P.Kumm.,2526942,Mycena haematopus (Pers.) P.Kumm.,29,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena haematopus,2526942,NE
3354621,Tylopilus rhoadsiae (Murrill) Murrill,3354621,Tylopilus rhoadsiae (Murrill) Murrill,29,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Tylopilus,2519844,Tylopilus rhoadsiae,3354621,NE
5243458,Agaricus campestris L.,5243458,Agaricus campestris L.,28,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Agaricus,2518646,Agaricus campestris,5243458,LC
7240561,Austroboletus gracilis (Peck) Wolfe,7240561,Austroboletus gracilis (Peck) Wolfe,28,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Austroboletus,2519222,Austroboletus gracilis,7240561,NE
2537250,Marasmius oreades (Bolton) Fr.,2537250,Marasmius oreades (Bolton) Fr.,28,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Marasmius,2526678,Marasmius oreades,2537250,NE
6015520,Boletus subvelutipes Peck.,6015520,Boletus subvelutipes Peck.,27,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Boletus,8287374,Boletus subvelutipes,6015520,NE
2543770,Mycorrhaphium adustum (Schwein.) Maas Geest.,2543770,Mycorrhaphium adustum (Schwein.) Maas Geest.,27,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Meruliaceae,3287,Mycorrhaphium,2543764,Mycorrhaphium adustum,2543770,NE
7240188,Russula brevipes Peck,7240188,Russula brevipes Peck,27,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula brevipes,7240188,NE
9319774,Russula flavida Frost ex Peck,9319774,Russula flavida Frost ex Peck,27,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula flavida,9319774,NE
2548515,Tyromyces chioneus (Fr.) P.Karst.,2548515,Tyromyces chioneus (Fr.) P.Karst.,27,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Tyromyces,2518649,Tyromyces chioneus,2548515,NE
9744683,"Harrya chromipes (Frost) Halling, Nuhn, Osmundson & Manfr.Binder",9744683,"Harrya chromipes (Frost) Halling, Nuhn, Osmundson & Manfr.Binder",26,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Harrya,7758421,Harrya chromipes,9744683,NE
2538595,Hygrocybe cantharellus (Fr.) Murrill,2538595,Hygrocybe cantharellus (Fr.) Murrill,26,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe cantharellus,2538595,NE
2526702,Panaeolus foenisecii (Pers.) J.Schröt.,2526698,Panaeolina foenisecii (Pers.) Maire,26,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Bolbitiaceae,8440,Panaeolina,2526697,Panaeolina foenisecii,2526698,NE
3314906,Phallus duplicatus Bosc,2524108,Phallus indusiatus Vent.,26,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Phallales,532,Phallaceae,3292,Phallus,2524102,Phallus indusiatus,2524108,NE
5451920,Amanita cokeri E.-J.Gilbert & Kühner ex E.-J.Gilbert,5451920,Amanita cokeri E.-J.Gilbert & Kühner ex E.-J.Gilbert,25,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Amanitaceae,4171,Amanita,6005964,Amanita cokeri,5451920,NE
2554536,Craterellus tubaeformis (Fr.) Quél.,2554536,Craterellus tubaeformis (Fr.) Quél.,25,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Craterellus,2521421,Craterellus tubaeformis,2554536,NE
3346639,Entoloma quadratum (Berk. & M.A.Curtis) E.Horak,3346639,Entoloma quadratum (Berk. & M.A.Curtis) E.Horak,25,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma quadratum,3346639,NE
2530983,Laccaria amethystina Cooke,2530983,Laccaria amethystina Cooke,25,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hydnangiaceae,8445,Laccaria,2526677,Laccaria amethystina,2530983,NE
9065458,Leucocoprinus cretaceus (Bull.) Locq.,9065458,Leucocoprinus cretaceus (Bull.) Locq.,25,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Leucocoprinus,2535536,Leucocoprinus cretaceus,9065458,NE
2529327,Cortinarius semisanguineus (Fr.) Gillet,2529327,Cortinarius semisanguineus (Fr.) Gillet,24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius semisanguineus,2529327,NE
5240984,Crepidotus applanatus (Pers.) P.Kumm.,5240984,Crepidotus applanatus (Pers.) P.Kumm.,24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Crepidotus,2526680,Crepidotus applanatus,5240984,NE
2521047,Inonotus quercustris M.Blackw. & Gilb.,2521047,Inonotus quercustris M.Blackw. & Gilb.,24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Hymenochaetaceae,8468,Inonotus,2520982,Inonotus quercustris,2521047,NE
5463771,"Lactarius subpurpureus Peck, 1878",5463771,"Lactarius subpurpureus Peck, 1878",24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Lactarius,2532156,Lactarius subpurpureus,5463771,NE
3315052,"Laternea dringii A.López, D.Martínez & J.García",3315052,"Laternea dringii A.López, D.Martínez & J.García",24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Phallales,532,Phallaceae,3292,Laternea,2523977,Laternea dringii,3315052,NE
2537266,Marasmius haematocephalus (Mont.) Fr.,2537266,Marasmius haematocephalus (Mont.) Fr.,24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Marasmius,2526678,Marasmius haematocephalus,2537266,NE
2525465,Pisolithus arenarius Alb. & Schwein.,2525455,Pisolithus arhizus (Scop.) Rauschert,24,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Sclerodermataceae,8453,Pisolithus,2525454,Pisolithus arhizus,2525455,NE
5242497,Psilocybe caerulescens Murrill,5242497,Psilocybe caerulescens Murrill,24,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hymenogastraceae,3309302,Psilocybe,2526775,Psilocybe caerulescens,5242497,NE
7241863,Craterellus odoratus (Schwein.) Fr.,7241880,Cantharellus odoratus (Schwein.) Fr.,23,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Cantharellaceae,8457,Cantharellus,9623860,Cantharellus odoratus,7241880,NE
2533669,Gymnopilus sapineus (Fr.) Murrill,2533669,Gymnopilus sapineus (Fr.) Murrill,23,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hymenogastraceae,3309302,Gymnopilus,2527854,Gymnopilus sapineus,2533669,NE
7621106,Imleria Vizzini,7621106,Imleria Vizzini,23,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Imleria,7621106,,,NE
7240056,Russula rosacea (Pers.) Gray,2551203,Russula sanguinaria (Schumach.) Rauschert,23,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula sanguinaria,2551203,NE
2522935,Thelephora terrestris Ehrh.,2522935,Thelephora terrestris Ehrh.,23,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Thelephorales,530,Thelephoraceae,3277,Thelephora,2513794,Thelephora terrestris,2522935,NE
2537430,Anthracophyllum lateritium (Berk. & M.A.Curtis) Singer,2537430,Anthracophyllum lateritium (Berk. & M.A.Curtis) Singer,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Omphalotaceae,3305518,Anthracophyllum,2537426,Anthracophyllum lateritium,2537430,NE
2519942,Coltricia montagnei (Fr.) Murrill,2519942,Coltricia montagnei (Fr.) Murrill,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Hymenochaetaceae,8468,Coltricia,2519878,Coltricia montagnei,2519942,NE
5243756,Gymnopus dryophilus (Bull.) Murrill,5243756,Gymnopus dryophilus (Bull.) Murrill,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Omphalotaceae,3305518,Gymnopus,2527767,Gymnopus dryophilus,5243756,NE
2525710,Hygrophoropsis aurantiaca (Wulfen) Maire,2525710,Hygrophoropsis aurantiaca (Wulfen) Maire,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Hygrophoropsidaceae,4194,Hygrophoropsis,2525560,Hygrophoropsis aurantiaca,2525710,NE
5243653,Oudemansiella canarii (Jungh.) Höhn.,5243653,Oudemansiella canarii (Jungh.) Höhn.,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Physalacriaceae,4182,Oudemansiella,2526010,Oudemansiella canarii,5243653,NE
2548374,Trametes ochracea (Pers.) Gilb. & Ryvarden,2548374,Trametes ochracea (Pers.) Gilb. & Ryvarden,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Trametes,2519084,Trametes ochracea,2548374,NE
2524726,Xanthoconium affine (Peck) Singer,2524726,Xanthoconium affine (Peck) Singer,22,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Xanthoconium,2524721,Xanthoconium affine,2524726,NE
3361986,Fomitopsis ochracea Ryvarden & Stokland,3361986,Fomitopsis ochracea Ryvarden & Stokland,21,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Fomitopsidaceae,7619,Fomitopsis,2523631,Fomitopsis ochracea,3361986,NE
2538580,Hygrocybe miniata (Fr.) P.Kumm.,2538580,Hygrocybe miniata (Fr.) P.Kumm.,21,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe miniata,2538580,NE
4911751,Mycena epipterygia (Scop.) Gray,4911751,Mycena epipterygia (Scop.) Gray,21,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena epipterygia,4911751,NE
10790320,"Phylloporopsis boletinoides (A.H.Sm. & Thiers) Vizzini, Angelini, A.Farid, Gelardi, Costanzo & M.E.Sm.",10790320,"Phylloporopsis boletinoides (A.H.Sm. & Thiers) Vizzini, Angelini, A.Farid, Gelardi, Costanzo & M.E.Sm.",21,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Phylloporopsis,10725176,Phylloporopsis boletinoides,10790320,NE
3359641,"Russula crustosa Peck, 1887",3359641,"Russula crustosa Peck, 1887",21,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula crustosa,3359641,NE
2527278,Heimiomyces tenuipes (Schwein.) Singer,2527269,Xeromphalina tenuipes (Schwein.) A.H.Sm.,21,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Xeromphalina,2527268,Xeromphalina tenuipes,2527269,NE
